voltage_v,current_a,temperature_c,ambient_temp_c,internal_resistance,cycle_count,battery_age_days,charge_rate_c,discharge_rate_c,time_since_charge_h,humidity_pct,battery_capacity_ah,soc_percent
3.6463,16.809,33.3,28.79,0.08166,437,350,1.0,1.5,0.633,73.7,75,43.99
3.4016,2.638,38.58,35.14,0.0599,154,113,0.5,1.0,2.26,85.5,75,24.41
3.9321,-12.172,45.78,39.76,0.10042,1113,893,1.0,1.0,0.941,48.2,50,46.91
3.0848,-25.745,31.97,26.58,0.06504,357,300,1.5,1.0,2.046,81.2,50,0.08
3.6764,-20.48,33.16,29.66,0.10556,1197,984,0.5,0.2,3.335,79.0,50,26.92
3.1196,-23.915,32.0,25.59,0.11132,1240,998,0.2,0.5,0.478,53.8,75,1.83
3.2122,3.409,29.31,21.5,0.07069,455,346,1.0,0.5,0.875,43.6,60,21.15
3.0749,3.559,23.02,20.38,0.08404,775,621,1.0,1.5,7.784,64.2,60,4.49
4.082,9.182,47.37,34.75,0.08602,628,538,0.5,1.5,4.015,77.0,50,58.24
3.0578,10.989,30.07,29.67,0.11608,1222,1004,1.0,0.5,5.463,41.1,50,6.93
3.6197,9.422,45.22,42.77,0.09245,831,682,1.0,0.5,2.683,41.3,75,35.28
3.27,23.068,41.48,35.78,0.06924,485,403,1.0,0.5,4.67,68.8,60,25.55
3.4603,17.929,33.89,22.15,0.07721,532,439,1.5,2.0,2.272,62.1,75,31.11
3.5924,14.376,38.03,34.72,0.05689,199,182,0.2,0.5,0.555,72.8,75,39.76
3.5401,3.552,27.36,25.56,0.07493,370,286,0.5,1.0,2.3,64.4,75,34.43
3.8977,10.811,44.38,37.73,0.09467,1013,783,1.5,0.2,3.935,65.5,100,48.73
4.0943,-6.159,28.36,24.11,0.09589,852,682,1.0,1.0,1.166,62.4,75,56.81
3.3603,-3.315,26.58,19.58,0.12673,1471,1160,0.2,0.5,4.867,60.6,60,19.52
3.0294,25.821,26.42,21.63,0.06683,247,176,0.2,1.5,0.573,69.8,60,13.79
4.0727,-8.357,24.47,22.04,0.09033,787,615,1.5,0.2,1.054,39.7,60,55.9
4.1745,-9.461,33.32,21.28,0.0615,263,260,1.0,1.0,5.169,59.3,50,59.02
3.52,-5.431,19.56,23.42,0.11602,1081,867,1.5,1.0,1.071,53.4,50,26.07
3.5469,-8.24,45.31,34.85,0.11186,1325,1067,1.5,1.5,3.967,52.5,60,25.76
3.173,-6.968,50.17,42.37,0.05509,30,0,0.2,2.0,4.895,69.4,75,9.61
3.5706,3.634,20.12,17.36,0.11369,1272,980,2.0,1.0,0.955,72.2,60,32.97
3.364,4.125,48.73,38.11,0.08191,604,466,1.0,0.2,2.814,71.8,75,23.03
4.1933,13.666,25.06,24.18,0.11639,1294,1063,1.5,1.5,11.395,72.2,60,65.6
3.2218,32.821,38.81,30.78,0.11544,1417,1140,1.0,1.0,3.584,64.2,100,23.07
3.4543,-5.525,13.52,14.77,0.06834,501,412,0.5,0.2,0.151,38.6,50,27.42
3.7398,-0.983,33.75,32.19,0.09896,1107,900,1.0,0.2,0.869,56.3,60,41.1
3.4141,-27.569,13.51,11.96,0.11717,1388,1098,1.0,1.5,6.864,66.6,50,13.25
3.5693,-19.385,33.26,30.51,0.09549,885,735,1.5,1.0,2.599,62.2,60,22.69
4.1682,-2.193,35.09,30.06,0.07396,548,425,1.0,0.5,0.29,73.4,50,59.36
3.6097,6.954,32.05,29.53,0.11107,1365,1120,0.2,1.5,1.778,64.6,75,34.15
4.0924,7.371,21.01,22.12,0.09649,838,679,1.0,1.0,5.011,61.5,50,60.45
3.0517,9.256,38.79,32.4,0.11381,1430,1108,0.2,0.5,5.451,48.1,75,7.2
3.1438,18.862,36.28,31.13,0.1248,1448,1143,1.5,1.0,3.545,55.0,50,10.44
4.1334,25.585,32.55,26.32,0.10204,1116,857,0.5,2.0,5.571,75.4,60,66.13
3.1545,-3.651,38.89,33.37,0.09844,847,700,2.0,1.5,2.208,55.4,100,10.91
3.8839,-12.032,35.1,27.24,0.07802,613,489,0.2,0.5,2.589,72.0,50,45.11
3.5352,9.823,37.0,32.23,0.06175,411,284,1.0,0.2,2.249,33.7,100,36.27
3.4881,14.007,35.03,26.99,0.07135,431,352,0.5,0.5,1.385,47.6,60,34.28
3.7911,2.037,32.41,29.73,0.07965,677,530,1.0,0.5,4.201,35.8,50,42.08
3.8731,-2.685,35.44,32.6,0.06195,158,96,0.5,0.5,4.348,25.8,100,49.02
4.1184,-7.562,33.94,24.82,0.0523,13,43,1.0,2.0,7.988,32.6,60,63.02
3.3083,-0.634,27.2,18.13,0.06545,372,299,0.5,0.5,1.536,57.5,60,17.88
3.8377,10.351,36.93,30.21,0.05619,224,173,0.2,0.2,4.108,81.8,75,52.53
3.4107,-10.024,39.85,37.52,0.09931,1096,868,0.2,0.2,1.678,36.0,60,18.55
3.8611,-12.014,32.48,30.39,0.11067,1272,987,1.5,1.0,9.418,60.3,75,42.12
3.1705,8.994,39.53,30.55,0.08232,510,381,1.0,0.2,1.568,56.6,60,16.33
3.5491,-12.721,36.48,27.66,0.07938,602,507,1.0,1.0,6.208,60.7,60,31.18
3.2204,2.267,38.72,33.91,0.06549,215,162,0.2,0.5,7.166,56.7,75,15.83
3.4037,1.473,38.54,26.51,0.09195,987,790,0.2,0.5,1.781,49.9,50,26.05
3.8588,0.006,30.75,24.37,0.10255,1243,953,0.2,0.5,0.956,26.4,60,43.07
3.28,-9.64,38.52,36.84,0.08722,839,644,1.0,1.5,0.306,68.5,60,11.91
3.8219,26.009,27.93,23.76,0.08959,726,592,1.0,0.5,9.661,75.4,60,50.82
3.5951,5.975,40.13,35.12,0.11076,1244,1002,0.2,0.2,4.245,59.5,75,29.29
3.1104,-7.716,42.11,36.85,0.12505,1412,1164,0.5,0.5,6.856,60.8,50,1.06
3.464,4.964,41.28,32.53,0.08397,553,469,1.0,3.0,3.854,39.6,50,25.54
4.043,27.483,20.14,18.01,0.09846,1065,847,1.0,1.5,0.696,52.5,100,64.73
4.1871,1.343,29.22,28.22,0.08792,675,549,1.5,2.0,1.447,67.9,100,66.34
3.4427,23.0,33.19,26.38,0.10054,872,691,1.0,2.0,1.647,44.8,100,32.11
3.0658,-17.216,27.51,24.03,0.06927,282,266,0.2,1.0,2.252,58.3,75,7.41
3.1562,-12.767,41.41,29.14,0.09608,1081,887,1.0,1.0,0.215,92.2,100,7.43
3.9458,-32.106,41.98,34.15,0.08238,833,669,0.2,2.0,4.436,63.2,60,44.75
3.7869,29.636,27.76,24.33,0.07456,536,432,1.0,2.0,1.262,43.1,50,51.7
3.342,-25.528,35.27,26.63,0.10275,1096,905,0.5,1.5,2.616,100.0,75,16.54
3.4696,2.613,33.26,26.07,0.10031,922,749,0.5,1.5,0.246,65.6,60,28.01
3.9734,26.065,44.21,37.31,0.10276,1152,952,0.5,1.5,4.777,47.7,60,56.07
3.4957,14.567,30.58,25.94,0.09413,841,628,0.5,0.5,3.175,58.5,60,25.62
3.9069,5.644,24.39,18.12,0.11703,1449,1168,1.5,0.2,9.421,34.5,50,46.38
3.3542,19.247,14.1,15.41,0.09908,947,747,0.5,1.5,0.879,47.7,60,25.53
3.8698,-10.026,39.85,30.9,0.08091,664,566,0.2,2.0,12.652,73.1,100,42.78
3.5597,7.765,16.61,21.91,0.10919,1148,949,1.5,3.0,9.451,41.5,75,32.3
3.6544,-1.69,37.02,33.35,0.05148,66,53,0.5,0.2,1.402,38.8,60,34.78
3.7185,-1.999,17.56,17.35,0.03921,5,34,0.2,1.0,9.132,74.1,60,39.58
3.5407,2.859,27.19,23.69,0.08434,636,544,0.5,1.0,1.381,92.9,60,29.98
3.5594,17.63,22.13,17.36,0.0715,313,251,1.5,0.5,1.638,68.3,75,38.92
3.3189,23.498,32.89,31.48,0.11327,1349,1128,0.5,1.0,9.588,86.5,100,25.14
4.1829,-4.005,29.87,33.19,0.08225,564,450,0.5,1.0,6.197,42.8,60,65.41
4.087,-16.33,36.33,30.71,0.08818,825,655,0.2,2.0,2.328,67.0,100,57.78
3.6329,-12.294,30.57,19.31,0.0685,505,421,1.0,0.5,0.483,76.9,50,35.3
3.0416,29.217,25.98,22.03,0.10219,1105,876,0.5,0.5,2.489,52.4,50,12.87
3.2021,22.212,37.75,29.87,0.10033,1025,821,1.0,1.0,7.438,45.7,50,13.32
4.0247,-16.369,24.01,14.5,0.05355,203,190,0.5,0.5,3.585,58.4,60,57.88
4.117,24.915,25.37,26.07,0.0898,661,529,1.0,0.2,0.199,65.3,60,68.85
3.1936,-10.675,43.76,40.14,0.08255,804,609,1.0,1.5,2.1,56.6,75,10.08
3.8814,9.969,27.73,26.56,0.06744,403,329,0.2,0.5,4.814,63.1,75,52.82
3.7476,-10.686,18.67,16.09,0.10169,1126,886,0.5,3.0,8.526,41.2,75,39.62
3.3641,32.443,33.25,23.14,0.08352,535,445,1.0,0.5,15.082,64.5,50,25.46
3.5233,-8.552,28.63,22.95,0.11201,1391,1126,1.5,1.0,7.25,71.4,60,24.61
3.8127,-15.747,52.49,45.12,0.11588,1235,1017,2.0,0.5,8.212,64.1,75,30.79
3.1216,-6.848,46.19,41.33,0.07979,576,478,1.0,1.0,0.968,48.3,50,4.09
3.2269,39.403,35.22,33.85,0.10536,1232,1007,0.2,0.5,7.863,35.8,75,25.88
3.04,3.908,32.29,25.26,0.08634,762,596,2.0,1.0,10.434,61.4,100,7.29
4.0826,-15.423,46.36,37.61,0.05489,116,108,0.5,0.2,4.023,51.4,100,53.95
3.6887,-11.826,24.88,18.93,0.08427,627,540,0.2,1.0,2.674,84.3,50,36.61
3.6281,-26.215,43.08,36.61,0.08418,748,584,2.0,1.0,6.672,81.3,100,30.15
3.8475,8.102,36.72,35.42,0.05836,104,119,0.5,0.5,3.84,32.0,60,49.84
4.186,-18.758,33.91,26.79,0.07494,494,384,1.0,0.2,7.033,56.0,60,60.19
3.2067,16.585,46.15,37.11,0.05451,45,18,0.2,0.2,2.402,48.6,60,16.02
3.1597,11.851,30.64,24.42,0.08669,822,663,1.0,1.5,0.786,42.2,60,17.19
3.3537,-1.5,17.49,17.88,0.11649,1354,1097,2.0,1.5,9.985,57.5,75,21.88
4.0847,18.542,45.73,35.82,0.1125,1239,1009,2.0,1.0,13.814,48.1,75,54.49
3.4938,13.884,29.48,27.32,0.09946,981,765,0.2,0.2,14.411,46.3,75,31.36
3.9522,2.354,38.98,32.81,0.09775,959,775,1.0,1.5,12.461,44.7,50,49.87
3.2435,-11.522,50.43,42.57,0.10266,844,661,1.0,1.0,2.722,79.9,100,12.29
3.5923,6.203,30.46,22.22,0.07527,448,328,1.5,0.2,3.966,57.0,75,36.91
3.153,6.115,26.45,26.85,0.08039,535,409,0.5,0.5,8.505,59.1,50,10.66
3.4955,7.372,45.91,40.56,0.07673,510,392,0.5,0.2,0.094,78.9,75,29.45
3.3147,1.185,38.5,33.35,0.12672,1481,1195,0.5,2.0,0.708,55.3,50,16.32
3.6593,4.907,31.72,22.4,0.07794,539,454,1.0,1.0,0.721,64.8,75,44.74
3.9365,4.532,26.74,20.36,0.05984,15,0,1.5,0.5,0.997,49.1,100,54.68
4.126,20.431,33.12,23.78,0.0618,242,200,0.5,1.0,2.08,52.6,60,69.21
3.3406,-19.112,28.71,22.09,0.11566,1230,960,1.0,1.5,2.489,61.8,60,16.18
3.8918,-15.024,34.68,29.9,0.10598,911,741,0.2,1.0,1.984,63.0,100,41.74
4.0627,1.127,34.21,28.63,0.11797,1294,1022,0.2,1.5,8.442,71.2,75,55.96
3.1498,-11.4,39.8,30.23,0.08658,760,586,1.0,1.0,1.195,76.1,50,6.56
3.7031,3.163,22.38,21.27,0.08153,704,579,1.5,0.2,5.37,59.2,50,42.26
3.7342,-16.697,35.15,27.43,0.05322,114,79,1.5,0.2,14.758,76.2,100,37.79
3.3269,-14.331,14.67,11.55,0.11806,1322,1051,1.0,2.0,4.268,47.7,50,15.49
3.027,30.907,31.63,29.16,0.07872,396,272,1.5,0.2,0.183,70.6,75,12.8
3.308,-3.44,45.47,37.4,0.07267,393,333,0.5,1.0,0.484,49.0,100,19.94
3.7017,-17.569,18.95,16.6,0.10297,1098,894,1.5,0.5,7.3,49.5,50,33.0
3.2357,-1.722,38.0,31.87,0.09733,977,781,1.0,3.0,1.79,75.5,100,13.84
3.3448,15.546,26.65,23.11,0.10555,1126,870,0.5,0.5,2.07,26.5,60,23.92
3.8495,18.083,32.35,34.42,0.0581,296,260,1.0,0.5,8.648,69.9,50,50.14
3.478,-21.916,35.7,29.27,0.09776,1001,787,0.2,1.5,4.891,63.0,50,22.22
3.0785,-11.506,36.62,31.24,0.05634,177,132,0.2,1.0,4.978,62.5,75,6.14
3.479,3.341,27.79,28.52,0.12579,1238,1036,1.5,0.5,4.468,84.3,75,27.76
4.1997,-0.51,41.53,38.63,0.10293,966,758,0.2,1.0,4.009,43.9,75,63.93
3.3133,-24.0,30.36,30.78,0.06033,314,266,0.5,3.0,5.628,42.3,75,16.77
3.3183,-21.57,29.55,22.36,0.09525,1062,860,0.2,0.2,4.825,76.6,75,14.44
3.2039,-16.014,37.95,28.79,0.05637,258,214,1.0,0.5,0.4,56.8,60,9.53
3.326,-26.563,32.6,25.05,0.05737,6,10,0.2,1.0,0.996,78.2,50,16.07
3.6897,-6.877,37.27,29.3,0.04565,48,45,0.2,0.5,0.461,69.9,75,40.42
4.1575,17.917,28.09,24.64,0.06605,160,133,1.5,0.5,6.6,65.0,100,73.11
3.7292,-9.988,29.23,22.59,0.05995,175,138,1.5,1.0,3.619,56.9,50,35.23
3.4918,16.234,34.57,29.59,0.10002,1025,850,0.5,1.5,13.409,56.2,100,29.93
3.4676,0.445,34.0,28.45,0.09428,1000,773,0.2,0.5,5.065,89.8,100,26.21
3.0291,-2.751,44.38,36.51,0.07902,454,383,1.0,0.5,2.735,50.8,60,2.11
3.0031,-24.986,33.21,24.68,0.06648,275,236,1.5,1.0,10.791,75.6,60,0.0
3.9566,17.547,15.98,12.15,0.07935,497,411,2.0,2.0,13.498,46.2,60,56.46
3.5882,1.746,25.87,25.09,0.08239,675,562,0.2,1.0,3.949,46.6,75,36.7
3.0399,-23.998,19.43,14.99,0.10588,1051,838,1.0,0.5,3.935,62.7,50,0.0
3.3432,5.728,35.67,31.33,0.12521,1356,1047,0.5,3.0,3.47,57.7,50,18.53
3.428,-8.818,20.46,14.61,0.10418,1024,817,0.2,1.0,0.354,74.4,75,22.41
3.9399,0.92,27.59,20.09,0.10527,1211,948,1.5,0.2,5.796,55.8,50,47.24
3.5213,3.602,24.36,25.1,0.05535,55,29,1.0,1.0,8.365,52.2,100,35.75
3.9472,18.236,43.34,40.35,0.08107,546,411,2.0,2.0,3.262,40.9,100,54.23
3.7605,-16.909,21.53,19.42,0.11513,1135,898,0.2,1.0,0.86,95.1,50,38.16
3.0398,8.578,36.85,28.1,0.11957,1333,1054,0.5,1.5,6.694,37.8,60,2.14
4.1624,19.924,37.01,32.64,0.05726,35,0,1.5,0.5,9.024,100.0,60,70.49
3.2177,37.807,43.33,39.87,0.07498,438,364,0.5,0.2,6.563,70.1,75,22.82
3.3307,15.743,40.84,34.22,0.07293,594,519,0.5,1.0,0.952,66.8,60,22.73
3.9712,5.421,39.97,36.75,0.12155,1348,1090,1.0,1.0,0.978,37.4,50,49.04
3.2278,4.125,39.87,34.91,0.0659,306,240,0.5,1.0,2.451,68.2,50,18.57
3.4813,23.282,28.77,18.33,0.09088,618,493,0.2,0.5,0.685,36.7,75,36.16
4.038,-4.297,41.24,30.88,0.0994,1132,897,1.0,1.0,4.652,57.5,75,56.21
3.7647,11.939,38.57,34.79,0.11409,1395,1117,0.5,0.2,4.926,76.5,50,42.95
3.3625,32.912,24.8,20.35,0.07143,356,284,2.0,0.2,17.22,38.4,50,27.79
3.7729,-1.641,26.5,23.36,0.06656,180,127,1.0,1.0,1.904,69.8,100,46.52
3.9751,-30.209,20.8,21.57,0.11835,1379,1136,1.5,1.0,5.174,54.6,60,43.38
3.4847,-12.912,42.29,34.18,0.05278,67,23,2.0,2.0,2.746,68.5,60,26.16
3.686,4.402,39.71,27.45,0.06559,291,247,0.2,0.5,0.709,39.9,100,44.21
4.1855,-12.554,29.1,25.43,0.08213,691,550,0.2,1.0,9.725,79.9,100,60.54
4.1575,-5.208,20.3,17.75,0.06394,180,182,1.5,0.5,0.247,70.4,60,61.55
3.6108,-4.426,31.64,27.46,0.12204,1489,1198,1.5,0.5,0.172,47.4,75,32.98
3.1154,8.414,28.71,23.46,0.07515,433,339,0.2,1.5,1.231,48.3,60,14.52
3.8408,-14.189,31.54,29.95,0.11773,1487,1184,1.5,1.0,30.991,79.1,60,33.98
3.3223,-8.756,22.48,18.86,0.10424,913,731,0.5,0.5,0.084,53.6,50,14.33
3.8034,21.106,37.47,29.42,0.04265,65,29,0.5,1.0,2.2,47.4,75,55.42
3.4221,-7.229,29.87,24.49,0.09688,1044,819,1.5,1.5,2.925,67.8,75,25.87
3.8625,10.887,26.82,18.01,0.08042,383,270,0.5,1.5,1.511,69.7,75,50.76
3.4408,0.209,23.48,17.38,0.05241,38,11,1.0,2.0,4.891,51.7,100,30.31
4.1294,-0.347,20.32,18.58,0.1121,1308,1048,0.5,2.0,1.869,81.5,50,58.24
3.164,11.072,29.62,26.35,0.08466,821,662,0.2,1.0,4.333,60.0,100,17.37
3.0821,-27.937,34.71,28.97,0.07787,601,441,0.5,0.5,1.686,73.7,100,2.53
3.9374,6.65,31.79,30.16,0.09065,784,624,0.2,0.5,0.649,73.6,50,51.29
3.4816,8.291,31.7,30.46,0.12038,1359,1098,1.0,1.0,3.306,40.1,50,26.96
3.5587,12.727,23.36,21.93,0.11216,1211,965,1.0,0.2,3.218,77.4,50,31.62
4.1206,-5.632,43.01,36.47,0.07457,670,523,0.5,1.0,1.223,75.3,50,58.81
3.7079,0.008,28.36,24.46,0.11399,1266,1004,0.2,3.0,1.793,65.0,75,39.89
3.7922,-36.788,40.15,31.6,0.10649,1096,865,0.2,1.5,2.285,23.8,60,30.11
3.0234,-10.048,29.0,26.69,0.07564,478,369,0.2,1.0,3.306,63.5,75,5.19
3.8046,2.634,28.63,31.0,0.07815,560,451,0.2,1.0,4.113,46.4,60,44.38
3.466,22.06,30.89,26.29,0.04886,100,126,0.5,2.0,0.531,39.5,60,35.62
3.5523,27.687,41.09,31.15,0.07104,513,395,0.2,0.5,0.628,57.6,60,33.85
3.9697,-5.137,33.04,27.94,0.06482,175,133,0.2,1.0,1.826,27.3,100,54.21
3.6286,13.11,35.39,34.51,0.05797,237,188,0.5,1.0,2.151,58.4,75,43.03
4.1842,-2.208,21.58,21.45,0.09184,909,713,0.2,1.0,1.613,76.4,60,60.55
3.9562,-24.239,22.43,13.84,0.10262,1082,887,0.5,1.5,4.16,68.2,60,44.35
3.8743,9.076,22.79,20.21,0.10002,1122,850,0.5,0.5,13.261,77.6,60,49.91
3.7064,27.469,46.18,36.55,0.09667,870,685,0.2,1.0,3.717,55.2,75,46.84
3.4949,-5.722,33.73,26.76,0.06836,494,411,0.5,0.5,0.764,66.8,60,29.72
3.0634,-13.609,31.43,28.74,0.10272,946,750,1.0,1.0,1.591,43.7,60,6.35
3.0222,1.011,28.07,19.57,0.08098,754,586,0.5,0.5,3.15,30.8,100,9.68
3.0561,-1.842,30.75,28.52,0.1146,1320,1064,0.2,1.0,1.504,43.3,60,1.09
4.1506,39.151,20.48,19.82,0.06222,210,186,0.2,0.2,2.48,48.9,60,74.24
3.3879,15.088,23.39,20.99,0.11125,1146,921,2.0,1.5,3.457,48.3,60,26.57
3.8407,1.941,32.09,24.78,0.11147,1252,985,0.2,1.0,4.897,78.4,50,41.64
3.7132,-43.43,39.97,31.56,0.11704,1411,1137,1.5,1.5,1.072,57.7,100,23.85
3.686,-2.149,36.23,32.41,0.06405,139,103,0.2,0.5,2.541,92.1,75,41.37
3.6951,27.783,32.03,32.63,0.07791,540,446,1.5,2.0,2.096,82.9,75,46.45
3.3628,1.201,15.63,15.3,0.11985,1414,1160,1.0,2.0,0.404,44.9,50,19.7
4.0638,12.328,29.74,27.95,0.05436,269,163,1.0,1.0,3.685,75.4,75,63.81
4.103,5.879,27.54,26.43,0.10271,1035,830,0.5,0.2,6.044,75.7,50,62.51
3.7734,-7.3,21.54,15.74,0.12058,1412,1094,1.5,1.0,7.595,54.6,50,36.39
4.0367,25.37,38.94,28.13,0.11122,1360,1136,1.0,1.0,0.305,60.3,50,57.73
3.072,2.834,33.38,26.0,0.07134,505,394,1.0,1.0,3.326,50.1,50,7.63
3.1205,-10.603,33.71,32.09,0.10692,1129,918,1.0,2.0,17.435,95.8,75,2.45
3.6709,0.323,31.57,28.65,0.05389,31,24,0.2,2.0,5.629,84.2,50,42.91
4.0158,21.413,27.11,23.61,0.09976,1097,861,1.5,1.0,3.564,55.6,75,61.7
3.3785,-22.192,41.57,35.41,0.10466,1194,936,0.2,1.0,0.121,83.4,75,16.63
3.6577,4.054,19.94,10.23,0.10518,1092,905,0.5,0.2,0.259,53.3,60,38.29
3.012,1.105,31.08,27.49,0.08639,812,668,1.0,0.5,0.219,74.3,75,5.42
4.184,-23.102,23.51,13.89,0.06705,361,327,0.2,0.5,6.319,63.8,60,54.54
3.9204,11.502,32.01,20.7,0.13168,1456,1165,1.5,0.5,3.136,58.7,75,54.8
3.4337,3.847,36.15,32.2,0.09619,928,748,0.2,1.5,1.462,44.7,100,26.32
4.1796,13.178,21.68,17.81,0.06006,99,73,1.0,1.0,8.331,51.3,60,69.67
3.1109,17.071,20.53,16.61,0.04417,8,0,1.0,1.0,6.677,69.1,75,18.58
3.557,-0.833,52.24,47.06,0.08096,696,535,1.0,0.5,6.023,61.0,100,29.24
3.0706,-8.334,21.05,17.13,0.09865,1052,843,0.5,0.5,5.946,55.0,50,8.13
3.402,-21.368,48.86,41.2,0.10133,1137,893,0.5,1.0,0.85,81.8,60,17.26
3.2632,-9.665,26.98,26.62,0.06421,461,377,2.0,0.2,8.338,61.9,50,13.85
3.3799,0.164,27.2,23.8,0.09697,920,739,1.5,0.5,0.877,60.0,75,25.76
4.1369,-14.454,38.52,32.53,0.11023,1166,938,0.5,1.5,7.957,51.9,50,55.76
3.5126,8.752,46.3,38.69,0.06472,389,344,0.2,1.0,8.887,64.4,60,29.57
3.3898,-13.551,30.42,18.83,0.07782,631,504,1.5,3.0,4.985,68.9,60,21.74
3.7689,-26.442,25.05,23.92,0.08444,681,559,1.0,0.2,4.937,62.2,50,36.19
3.82,-8.669,37.82,34.77,0.0579,156,165,0.2,2.0,1.208,68.8,60,43.34
4.1805,2.763,28.5,30.3,0.07187,334,293,0.2,1.0,1.503,50.1,50,65.68
3.6553,-18.892,38.49,36.82,0.06862,259,230,1.0,1.0,3.4,43.7,60,32.98
3.9031,-13.324,31.81,32.12,0.05071,81,58,1.0,1.5,3.398,56.1,100,49.3
3.4586,-9.453,45.9,42.47,0.08731,753,606,0.5,1.0,1.66,66.4,100,19.89
3.2052,-7.483,33.74,29.43,0.1182,1464,1144,0.5,0.2,9.074,75.5,50,11.16
3.5158,4.468,36.18,29.77,0.11726,1195,965,0.2,2.0,0.563,93.5,75,31.95
3.5025,9.568,34.68,30.57,0.11403,1254,1008,0.5,2.0,1.974,69.7,100,29.08
3.5047,-7.116,33.27,26.86,0.09092,719,575,0.5,1.0,1.196,29.6,60,26.93
3.8345,-15.584,40.13,34.78,0.05188,74,79,0.2,0.2,10.579,77.6,75,40.33
3.4871,2.051,31.8,29.9,0.11975,1293,1010,0.5,1.5,0.616,66.2,60,23.94
4.145,7.766,34.25,34.31,0.08497,625,532,0.5,1.0,2.545,49.6,60,61.02
4.1793,24.207,42.31,35.56,0.05944,61,66,0.2,0.5,0.172,72.4,60,70.09
3.628,17.193,41.37,31.43,0.08693,873,696,0.2,3.0,6.029,66.3,60,37.7
3.6701,-18.883,44.62,32.01,0.06632,319,252,0.2,0.5,4.33,52.8,50,29.8
3.4892,-2.115,27.72,19.92,0.06054,101,90,0.2,0.5,7.399,61.8,60,29.47
3.4267,6.842,32.97,23.6,0.11792,1452,1192,0.5,1.0,1.386,46.6,100,26.53
4.1824,-12.753,41.13,34.75,0.09626,873,700,0.2,0.5,3.22,57.0,100,58.22
3.0488,-5.261,45.3,39.39,0.10051,953,765,1.5,1.0,12.719,40.4,100,3.07
3.4921,10.109,17.81,12.48,0.06621,254,203,0.5,0.5,1.165,66.4,60,30.98
3.1816,3.75,28.14,23.46,0.08012,569,490,1.0,1.5,9.366,65.6,100,19.64
3.8715,0.026,35.01,28.19,0.05864,111,81,0.5,0.5,11.792,77.0,50,46.12
3.2333,-9.803,24.4,20.97,0.10136,984,786,1.5,1.5,1.9,75.0,100,14.41
4.0616,-21.684,25.98,21.42,0.12272,1336,1098,1.5,1.5,1.612,50.1,60,48.57
3.4494,-4.687,33.27,31.8,0.09626,997,800,0.2,0.5,1.332,65.8,75,20.84
4.1006,-1.368,47.08,40.65,0.0747,460,390,1.0,1.5,7.399,66.3,75,57.78
4.1839,-22.026,13.87,11.75,0.09144,707,547,0.2,0.5,4.605,48.0,50,54.02
3.9254,0.72,31.74,26.64,0.09038,886,704,1.0,1.0,0.94,73.6,60,50.58
3.7478,5.881,38.21,31.71,0.12079,1485,1217,1.5,0.2,7.727,55.3,75,37.61
3.1799,-10.38,41.0,34.24,0.10837,1115,878,1.5,1.0,0.85,50.3,75,10.89
4.1197,6.052,37.87,30.55,0.11066,1075,856,0.2,1.5,2.692,57.5,100,60.62
3.9322,4.136,46.45,42.09,0.07528,519,420,1.5,1.0,0.486,34.7,75,47.84
3.3457,-4.568,34.69,28.23,0.09103,811,629,0.2,1.0,4.18,33.4,50,18.96
3.5622,-6.24,42.04,38.5,0.10787,1121,888,1.5,2.0,4.312,68.7,75,32.8
3.0812,-4.983,21.92,22.83,0.05932,235,190,1.0,1.0,1.8,50.1,100,10.55
3.7908,-12.843,35.05,28.46,0.13082,1397,1118,1.5,3.0,0.439,41.7,75,37.34
3.1503,5.17,24.19,18.3,0.09168,926,766,0.5,1.0,3.157,35.6,60,14.11
3.7818,-12.679,43.25,35.21,0.07825,556,475,1.5,1.0,10.138,40.9,75,36.92
3.8059,-11.716,31.96,27.04,0.08293,648,501,1.5,0.2,6.261,48.5,60,41.21
3.3896,7.459,31.05,30.86,0.05071,233,188,0.5,1.0,3.415,30.1,50,27.04
4.1384,-3.631,30.22,25.49,0.09854,1055,857,0.5,0.5,0.313,69.9,50,57.04
3.9348,0.925,40.35,32.69,0.10884,1312,1079,0.5,0.2,4.266,66.2,60,48.84
3.5961,-25.674,37.61,31.18,0.0825,578,476,1.0,0.2,1.687,48.1,75,30.16
4.1023,-7.85,24.6,20.04,0.06858,541,438,0.2,1.0,5.359,79.6,75,57.53
4.027,25.212,20.52,20.51,0.06036,113,103,0.5,1.0,0.166,49.3,60,65.84
3.8307,-26.712,29.7,27.78,0.05425,203,175,0.2,1.5,2.631,59.4,60,43.05
3.1836,26.244,39.71,33.28,0.10741,1052,823,0.5,1.0,1.762,80.0,75,17.66
3.5965,3.918,42.91,42.9,0.07512,642,517,1.0,2.0,0.058,54.8,100,38.29
4.0373,-7.995,34.47,30.42,0.07577,473,407,1.0,0.2,2.542,72.0,60,57.66
3.7307,-3.066,41.18,36.06,0.08948,696,552,0.5,0.2,0.659,70.4,60,37.51
3.6546,18.458,23.55,15.1,0.06547,252,204,0.5,0.5,0.089,52.7,75,45.62
4.1463,-34.162,50.95,44.1,0.08909,904,718,0.5,0.2,3.819,55.8,60,50.24
3.0199,21.231,40.73,32.85,0.0749,385,261,0.2,1.5,17.322,39.5,60,9.15
3.0145,3.985,33.51,27.6,0.05578,61,49,0.5,0.5,4.525,18.0,100,10.1
